DBMS_urnform,DBMS_common_name,upstream_repo_id,local_repo_id,repo_id_change_class,repo_link,repo_created_at,upstream_License_info,local_License_info,upstream_open_source_license,local_open_source_license,first_later_upstream_matching_month,provenance_class,provenance_evidence,in_frozen_301_candidates,in_frozen_294_seeds,source_evidence_present,scientific_role,human_review_required
calvin,Calvin,19503320,19503320,UNCHANGED,yaledb/calvin,2014-05-06T17:14:16Z,,,Y,Y,202411,TRACEABLE_MATERIALIZATION_WITH_PARTIAL_FIELD_ORIGIN,repo_created_at was added in 720cb95a and copied into activity materialization; source/API execution record is absent.,NO,NO,NO,NON_SEED_METADATA,YES
camadb,CamaDB,411979983,411979983,UNCHANGED,elmarti/camadb,2021-09-30T08:16:18Z,MIT,MIT,Y,Y,202411,TRACEABLE_MATERIALIZATION_WITH_PARTIAL_FIELD_ORIGIN,repo_created_at was added in 720cb95a and copied into activity materialization; source/API execution record is absent.,YES,YES,YES,SEED,YES
caskdb,CaskDB,457763204,457763204,UNCHANGED,avinassh/py-caskdb,2022-02-10T12:04:01Z,MIT,MIT,Y,Y,202411,TRACEABLE_MATERIALIZATION_WITH_PARTIAL_FIELD_ORIGIN,repo_created_at was added in 720cb95a and copied into activity materialization; source/API execution record is absent.,NO,NO,NO,NON_SEED_METADATA,YES
cassandra,Apache Cassandra,206424,206424,UNCHANGED,apache/cassandra,2009-05-21T02:10:09Z,Apache v2,Apache v2,Y,Y,202411,TRACEABLE_MATERIALIZATION_WITH_PARTIAL_FIELD_ORIGIN,repo_created_at was added in 720cb95a and copied into activity materialization; source/API execution record is absent.,YES,YES,YES,SEED,YES
castledb,CastleDB,5912693,5912693,UNCHANGED,ncannasse/castle,2012-09-22T11:57:28Z,ISC License,ISC License,Y,Y,202411,TRACEABLE_MATERIALIZATION_WITH_PARTIAL_FIELD_ORIGIN,repo_created_at was added in 720cb95a and copied into activity materialization; source/API execution record is absent.,YES,YES,YES,SEED,YES
cayley,Cayley,20537104,20537104,UNCHANGED,cayleygraph/cayley,2014-06-05T18:49:41Z,Apache v2,Apache v2,Y,Y,202411,TRACEABLE_MATERIALIZATION_WITH_PARTIAL_FIELD_ORIGIN,repo_created_at was added in 720cb95a and copied into activity materialization; source/API execution record is absent.,YES,YES,YES,SEED,YES
cdb,cdb,3914539,3914539,UNCHANGED,jbarham/cdb,2012-04-03T04:12:11Z,Public Domain,Public Domain,,,202411,TRACEABLE_MATERIALIZATION_WITH_PARTIAL_FIELD_ORIGIN,repo_created_at was added in 720cb95a and copied into activity materialization; source/API execution record is absent.,NO,NO,NO,NON_SEED_METADATA,YES
chaozzdb,chaozzDB,,181762826,BLANK_TO_VALID_NUMERIC_REPO_ID,chaozznl/chaozzDB,2019-04-16T20:33:05Z,Creative Commons License,Creative Commons License,Y,Y,NO_MATCH_IN_202411_202412,UNRESOLVED_PROVENANCE,"Numeric ID was already in local initial materialization 009bd98a; no source snapshot, API response, manual record, or later upstream confirmation was found.",NO,NO,NO,NON_SEED_METADATA,YES
chdb,chDB,606433492,606433492,UNCHANGED,chdb-io/chdb,2023-02-25T13:35:14Z,Apache v2,Apache v2,Y,Y,202411,TRACEABLE_MATERIALIZATION_WITH_PARTIAL_FIELD_ORIGIN,repo_created_at was added in 720cb95a and copied into activity materialization; source/API execution record is absent.,YES,YES,YES,SEED,YES
cheetah,Cheetah,,-,BLANK_TO_PLACEHOLDER,-,-,GPL v2,GPL v2,Y,Y,NOT_APPLICABLE,REPRESENTATION_ONLY,Blank-to-'-' conversion is not an admitted numeric identity; exact conversion event is not recorded.,NO,NO,NO,NON_SEED_METADATA,YES
chroma,Chroma,546206616,546206616,UNCHANGED,chroma-core/chroma,2022-10-05T17:58:44Z,Apache v2#dbdbio>|<dbengines#Apache-2.0 license,Apache v2#dbdbio>|<dbengines#Apache-2.0 license,Y,Y,202411,TRACEABLE_MATERIALIZATION_WITH_PARTIAL_FIELD_ORIGIN,repo_created_at was added in 720cb95a and copied into activity materialization; source/API execution record is absent.,YES,YES,YES,SEED,YES
chromem-go,chromem-go,735283134,735283134,UNCHANGED,philippgille/chromem-go,2023-12-24T10:50:18Z,AGPL v3,AGPL v3,Y,Y,202411,TRACEABLE_MATERIALIZATION_WITH_PARTIAL_FIELD_ORIGIN,repo_created_at was added in 720cb95a and copied into activity materialization; source/API execution record is absent.,NO,NO,NO,NON_SEED_METADATA,YES
chromodb,ChromoDB,747399975,747399975,UNCHANGED,chromodb/chromodb,2024-01-23T21:12:08Z,GPL v3,GPL v3,Y,Y,202411,TRACEABLE_MATERIALIZATION_WITH_PARTIAL_FIELD_ORIGIN,repo_created_at was added in 720cb95a and copied into activity materialization; source/API execution record is absent.,NO,NO,NO,NON_SEED_METADATA,YES
chronicle-map,Chronicle Map,21985130,21985130,UNCHANGED,OpenHFT/Chronicle-Map,2014-07-18T15:33:57Z,LGPL v3,LGPL v3,Y,Y,202411,TRACEABLE_MATERIALIZATION_WITH_PARTIAL_FIELD_ORIGIN,repo_created_at was added in 720cb95a and copied into activity materialization; source/API execution record is absent.,YES,YES,YES,SEED,YES
chronix,Chronix,,43548435,BLANK_TO_VALID_NUMERIC_REPO_ID,ChronixDB/chronix.server,2015-10-02T11:04:02Z,Apache v2,Apache v2,Y,Y,NO_MATCH_IN_202411_202412,UNRESOLVED_PROVENANCE,"Numeric ID was already in local initial materialization 009bd98a; no source snapshot, API response, manual record, or later upstream confirmation was found.",NO,NO,NO,NON_SEED_METADATA,YES
citus,Citus,50874442,50874442,UNCHANGED,citusdata/citus,2016-02-01T21:58:39Z,AGPL v3; commercial license also available,AGPL v3; commercial license also available,Y,Y,202411,TRACEABLE_MATERIALIZATION_WITH_PARTIAL_FIELD_ORIGIN,repo_created_at was added in 720cb95a and copied into activity materialization; source/API execution record is absent.,YES,YES,YES,SEED,YES
clickhouse,ClickHouse,60246359,60246359,UNCHANGED,ClickHouse/ClickHouse,2016-06-02T08:28:18Z,Apache v2.0,Apache v2.0,Y,Y,202411,TRACEABLE_MATERIALIZATION_WITH_PARTIAL_FIELD_ORIGIN,repo_created_at was added in 720cb95a and copied into activity materialization; source/API execution record is absent.,YES,YES,YES,SEED,YES
closevector,CloseVector,,-,BLANK_TO_PLACEHOLDER,-,-,Apache v2,Apache v2,Y,Y,NOT_APPLICABLE,REPRESENTATION_ONLY,Blank-to-'-' conversion is not an admitted numeric identity; exact conversion event is not recorded.,NO,NO,NO,NON_SEED_METADATA,YES
cloudberry-database,Cloudberry Database,644742603,644742603,UNCHANGED,cloudberrydb/cloudberrydb,2023-05-24T06:58:16Z,Apache v2,Apache v2,Y,Y,202411,TRACEABLE_MATERIALIZATION_WITH_PARTIAL_FIELD_ORIGIN,repo_created_at was added in 720cb95a and copied into activity materialization; source/API execution record is absent.,YES,YES,YES,SEED,YES
cloudkit,CloudKit,4859,4859,UNCHANGED,jcrosby/cloudkit,2008-03-21T21:36:32Z,MIT,MIT,Y,Y,202411,TRACEABLE_MATERIALIZATION_WITH_PARTIAL_FIELD_ORIGIN,repo_created_at was added in 720cb95a and copied into activity materialization; source/API execution record is absent.,NO,NO,NO,NON_SEED_METADATA,YES
cloverdb,CloverDB,453191009,453191009,UNCHANGED,ostafen/clover,2022-01-28T19:25:23Z,MIT,MIT,Y,Y,202411,TRACEABLE_MATERIALIZATION_WITH_PARTIAL_FIELD_ORIGIN,repo_created_at was added in 720cb95a and copied into activity materialization; source/API execution record is absent.,YES,YES,YES,SEED,YES
cnosdb,CnosDB,420965027,420965027,UNCHANGED,cnosdb/cnosdb,2021-10-25T09:47:14Z,AGPL v3.0,AGPL v3.0,Y,Y,202411,TRACEABLE_MATERIALIZATION_WITH_PARTIAL_FIELD_ORIGIN,repo_created_at was added in 720cb95a and copied into activity materialization; source/API execution record is absent.,YES,YES,YES,SEED,YES
cockroachdb,CockroachDB,16563587,16563587,UNCHANGED,cockroachdb/cockroach,2014-02-06T00:18:47Z,"Business Source License#dbdbio>|<dbengines#Apache 2.0, commercial license available","Business Source License#dbdbio>|<dbengines#Apache 2.0, commercial license available",Y,Y,202411,TRACEABLE_MATERIALIZATION_WITH_PARTIAL_FIELD_ORIGIN,repo_created_at was added in 720cb95a and copied into activity materialization; source/API execution record is absent.,YES,YES,YES,SEED,YES
codernitydb,CodernityDB,6714651,6714651,UNCHANGED,perchouli/codernitydb,2012-11-16T01:22:35Z,Apache v2,Apache v2,Y,Y,202411,TRACEABLE_MATERIALIZATION_WITH_PARTIAL_FIELD_ORIGIN,repo_created_at was added in 720cb95a and copied into activity materialization; source/API execution record is absent.,NO,NO,NO,NON_SEED_METADATA,YES
cogadb,CoGaDB,,-,BLANK_TO_PLACEHOLDER,-,-,GPL v3,GPL v3,Y,Y,NOT_APPLICABLE,REPRESENTATION_ONLY,Blank-to-'-' conversion is not an admitted numeric identity; exact conversion event is not recorded.,NO,NO,NO,NON_SEED_METADATA,YES
cogdb,CogDB,111333972,111333972,UNCHANGED,arun1729/cog,2017-11-19T21:35:00Z,MIT,MIT,Y,Y,202411,TRACEABLE_MATERIALIZATION_WITH_PARTIAL_FIELD_ORIGIN,repo_created_at was added in 720cb95a and copied into activity materialization; source/API execution record is absent.,YES,YES,YES,SEED,YES
column,Column,371172777,371172777,UNCHANGED,kelindar/column,2021-05-26T21:27:45Z,MIT,MIT,Y,Y,202411,TRACEABLE_MATERIALIZATION_WITH_PARTIAL_FIELD_ORIGIN,repo_created_at was added in 720cb95a and copied into activity materialization; source/API execution record is absent.,YES,YES,YES,SEED,YES
comdb2,Comdb2,91593042,91593042,UNCHANGED,bloomberg/comdb2,2017-05-17T15:39:23Z,Apache v2.0,Apache v2.0,Y,Y,202411,TRACEABLE_MATERIALIZATION_WITH_PARTIAL_FIELD_ORIGIN,repo_created_at was added in 720cb95a and copied into activity materialization; source/API execution record is absent.,YES,YES,YES,SEED,YES
compass,Compass,1776883,1776883,UNCHANGED,kimchy/compass,2011-05-20T14:48:11Z,Apache v2,Apache v2,Y,Y,202411,TRACEABLE_MATERIALIZATION_WITH_PARTIAL_FIELD_ORIGIN,repo_created_at was added in 720cb95a and copied into activity materialization; source/API execution record is absent.,NO,NO,NO,NON_SEED_METADATA,YES
composedb,ComposeDB,511030127,511030127,UNCHANGED,ceramicstudio/js-composedb,2022-07-06T07:15:37Z,"Apache v2,MIT","Apache v2,MIT",Y,Y,202411,TRACEABLE_MATERIALIZATION_WITH_PARTIAL_FIELD_ORIGIN,repo_created_at was added in 720cb95a and copied into activity materialization; source/API execution record is absent.,YES,YES,YES,SEED,YES
computedb,ComputeDB,42580991,42580991,UNCHANGED,SnappyDataInc/snappydata,2015-09-16T10:36:36Z,Apache v2.0,Apache v2.0,Y,Y,202411,TRACEABLE_MATERIALIZATION_WITH_PARTIAL_FIELD_ORIGIN,repo_created_at was added in 720cb95a and copied into activity materialization; source/API execution record is absent.,NO,NO,NO,NON_SEED_METADATA,YES
conceptbasecc,ConceptBase.cc,,-,BLANK_TO_PLACEHOLDER,-,-,BSD,BSD,Y,Y,NOT_APPLICABLE,REPRESENTATION_ONLY,Blank-to-'-' conversion is not an admitted numeric identity; exact conversion event is not recorded.,NO,NO,NO,NON_SEED_METADATA,YES
concourse,Concourse,13353426,13353426,UNCHANGED,cinchapi/concourse,2013-10-05T22:12:00Z,Apache v2,Apache v2,Y,Y,202411,TRACEABLE_MATERIALIZATION_WITH_PARTIAL_FIELD_ORIGIN,repo_created_at was added in 720cb95a and copied into activity materialization; source/API execution record is absent.,NO,NO,NO,NON_SEED_METADATA,YES
condensation,Condensation,329729926,329729926,UNCHANGED,CondensationDB/Condensation-java,,Apache v2,Apache v2,Y,Y,202411,NO_DIFFERENCE,No compared common-field difference.,NO,NO,NO,NON_SEED_METADATA,NO
consus,Consus,76373812,76373812,UNCHANGED,rescrv/Consus,2016-12-13T15:55:00Z,BSD,BSD,Y,Y,202411,TRACEABLE_MATERIALIZATION_WITH_PARTIAL_FIELD_ORIGIN,repo_created_at was added in 720cb95a and copied into activity materialization; source/API execution record is absent.,NO,NO,NO,NON_SEED_METADATA,YES
consus-java,Consus,,-,BLANK_TO_PLACEHOLDER,-,-,BSD,BSD,Y,Y,NOT_APPLICABLE,REPRESENTATION_ONLY,Blank-to-'-' conversion is not an admitted numeric identity; exact conversion event is not recorded.,NO,NO,NO,NON_SEED_METADATA,YES
coreobject,CoreObject,15001136,15001136,UNCHANGED,etoile/CoreObject,2013-12-07T06:34:10Z,MIT,MIT,Y,Y,202411,TRACEABLE_MATERIALIZATION_WITH_PARTIAL_FIELD_ORIGIN,repo_created_at was added in 720cb95a and copied into activity materialization; source/API execution record is absent.,YES,YES,YES,SEED,YES
couchbase,Couchbase,66783145,66783145,UNCHANGED,couchbase/couchbase-lite-core,2016-08-28T18:07:47Z,Apache v2#dbdbio>|<dbengines#Business Source License (BSL 1.1); Commercial licenses also available,Apache v2#dbdbio>|<dbengines#Business Source License (BSL 1.1); Commercial licenses also available,Y,Y,202411,TRACEABLE_MATERIALIZATION_WITH_PARTIAL_FIELD_ORIGIN,repo_created_at was added in 720cb95a and copied into activity materialization; source/API execution record is absent.,YES,YES,YES,SEED,YES
couchdb,CouchDB,206417,206417,UNCHANGED,apache/couchdb,2009-05-21T02:03:38Z,Apache v2,Apache v2,Y,Y,202411,TRACEABLE_MATERIALIZATION_WITH_PARTIAL_FIELD_ORIGIN,repo_created_at was added in 720cb95a and copied into activity materialization; source/API execution record is absent.,YES,YES,YES,SEED,YES
covenantsql,CovenantSQL,129072319,129072319,UNCHANGED,CovenantSQL/CovenantSQL,2018-04-11T09:52:58Z,Apache v2,Apache v2,Y,Y,202411,TRACEABLE_MATERIALIZATION_WITH_PARTIAL_FIELD_ORIGIN,repo_created_at was added in 720cb95a and copied into activity materialization; source/API execution record is absent.,YES,YES,YES,SEED,YES
cozodb,CozoDB,551374215,551374215,UNCHANGED,cozodb/cozo,2022-10-14T09:28:11Z,Mozilla Public License,Mozilla Public License,Y,Y,202411,TRACEABLE_MATERIALIZATION_WITH_PARTIAL_FIELD_ORIGIN,repo_created_at was added in 720cb95a and copied into activity materialization; source/API execution record is absent.,YES,YES,YES,SEED,YES
cql,CQL++,,-,BLANK_TO_PLACEHOLDER,-,-,"GPL v2,Proprietary","GPL v2,Proprietary",Y,Y,NOT_APPLICABLE,REPRESENTATION_ONLY,Blank-to-'-' conversion is not an admitted numeric identity; exact conversion event is not recorded.,NO,NO,NO,NON_SEED_METADATA,YES
cqlite,CQLite,402209532,402209532,UNCHANGED,dyedgreen/cqlite,2021-09-01T21:37:15Z,MIT,MIT,Y,Y,202411,TRACEABLE_MATERIALIZATION_WITH_PARTIAL_FIELD_ORIGIN,repo_created_at was added in 720cb95a and copied into activity materialization; source/API execution record is absent.,NO,NO,NO,NON_SEED_METADATA,YES
cratedb,CrateDB,9342529,9342529,UNCHANGED,crate/crate,2013-04-10T09:17:16Z,Apache v2,Apache v2,Y,Y,202411,TRACEABLE_MATERIALIZATION_WITH_PARTIAL_FIELD_ORIGIN,repo_created_at was added in 720cb95a and copied into activity materialization; source/API execution record is absent.,YES,YES,YES,SEED,YES
csql,CSQL,3900741,3900741,UNCHANGED,wundrian/csql,2012-04-02T13:13:34Z,GPL v2,GPL v2,Y,Y,202411,TRACEABLE_MATERIALIZATION_WITH_PARTIAL_FIELD_ORIGIN,repo_created_at was added in 720cb95a and copied into activity materialization; source/API execution record is absent.,NO,NO,NO,NON_SEED_METADATA,YES
cubicweb,CubicWeb,207484782,207484782,UNCHANGED,gurneyalex/cubicweb,2019-09-10T06:46:09Z,LGPL v2,LGPL v2,Y,Y,202411,TRACEABLE_MATERIALIZATION_WITH_PARTIAL_FIELD_ORIGIN,repo_created_at was added in 720cb95a and copied into activity materialization; source/API execution record is absent.,NO,NO,NO,NON_SEED_METADATA,YES
cubrid,Cubrid,52080367,52080367,UNCHANGED,CUBRID/cubrid,2016-02-19T10:25:32Z,"BSD,GPL v2#dbdbio>|<dbengines#Apache Version 2.0","BSD,GPL v2#dbdbio>|<dbengines#Apache Version 2.0",Y,Y,202411,TRACEABLE_MATERIALIZATION_WITH_PARTIAL_FIELD_ORIGIN,repo_created_at was added in 720cb95a and copied into activity materialization; source/API execution record is absent.,YES,YES,YES,SEED,YES
curiodb,CurioDB,34593732,34593732,UNCHANGED,stephenmcd/curiodb,2015-04-26T01:47:43Z,BSD,BSD,Y,Y,202411,TRACEABLE_MATERIALIZATION_WITH_PARTIAL_FIELD_ORIGIN,repo_created_at was added in 720cb95a and copied into activity materialization; source/API execution record is absent.,NO,NO,NO,NON_SEED_METADATA,YES
cursusdb,CursusDB,722117815,722117815,UNCHANGED,cursusdb/cursusdb,2023-11-22T13:26:09Z,GPL v3,GPL v3,Y,Y,202411,TRACEABLE_MATERIALIZATION_WITH_PARTIAL_FIELD_ORIGIN,repo_created_at was added in 720cb95a and copied into activity materialization; source/API execution record is absent.,YES,YES,YES,SEED,YES
dalmatinerdb,DalmatinerDB,,20814855,BLANK_TO_VALID_NUMERIC_REPO_ID,dalmatinerdb/dalmatinerdb,2014-06-13T19:08:16Z,MIT,MIT,Y,Y,NO_MATCH_IN_202411_202412,UNRESOLVED_PROVENANCE,"Numeric ID was already in local initial materialization 009bd98a; no source snapshot, API response, manual record, or later upstream confirmation was found.",NO,NO,NO,NON_SEED_METADATA,YES
databend,Databend,302827809,302827809,UNCHANGED,datafuselabs/databend,2020-10-10T06:04:42Z,Apache v2.0,Apache v2.0,Y,Y,202411,TRACEABLE_MATERIALIZATION_WITH_PARTIAL_FIELD_ORIGIN,repo_created_at was added in 720cb95a and copied into activity materialization; source/API execution record is absent.,YES,YES,YES,SEED,YES
datafusion,DataFusion,358917318,358917318,UNCHANGED,apache/arrow-datafusion,2021-04-17T15:40:23Z,Apache v2,Apache v2,Y,Y,202411,TRACEABLE_MATERIALIZATION_WITH_PARTIAL_FIELD_ORIGIN,repo_created_at was added in 720cb95a and copied into activity materialization; source/API execution record is absent.,YES,YES,YES,SEED,YES
datahike,Datahike,,116407410,BLANK_TO_VALID_NUMERIC_REPO_ID,replikativ/datahike,2018-01-05T16:57:28Z,Eclipse Public License,Eclipse Public License,Y,Y,NO_MATCH_IN_202411_202412,UNRESOLVED_PROVENANCE,"Numeric ID was already in local initial materialization 009bd98a; no source snapshot, API response, manual record, or later upstream confirmation was found.",YES,NO,NO,CANDIDATE_ONLY,YES
datalevin,Datalevin,270858421,270858421,UNCHANGED,juji-io/datalevin,2020-06-08T23:53:52Z,Eclipse Public License,Eclipse Public License,Y,Y,202411,TRACEABLE_MATERIALIZATION_WITH_PARTIAL_FIELD_ORIGIN,repo_created_at was added in 720cb95a and copied into activity materialization; source/API execution record is absent.,YES,YES,YES,SEED,YES
datascript,DataScript,18800032,18800032,UNCHANGED,tonsky/datascript,2014-04-15T12:58:22Z,Eclipse Public License,Eclipse Public License,Y,Y,202411,TRACEABLE_MATERIALIZATION_WITH_PARTIAL_FIELD_ORIGIN,repo_created_at was added in 720cb95a and copied into activity materialization; source/API execution record is absent.,YES,YES,YES,SEED,YES
db4o,db4o,204261394,204261394,UNCHANGED,iboxdb/db4o-gpl,2019-08-25T07:30:52Z,"GPL v2,Proprietary#dbdbio>|<dbengines#commercial license available for existing customers only","GPL v2,Proprietary#dbdbio>|<dbengines#commercial license available for existing customers only",Y,Y,202411,TRACEABLE_MATERIALIZATION_WITH_PARTIAL_FIELD_ORIGIN,repo_created_at was added in 720cb95a and copied into activity materialization; source/API execution record is absent.,NO,NO,NO,NON_SEED_METADATA,YES
db5,DB5,634656527,634656527,UNCHANGED,vector5ai/vector5db,2023-04-30T20:32:36Z,MIT,MIT,Y,Y,202411,TRACEABLE_MATERIALIZATION_WITH_PARTIAL_FIELD_ORIGIN,repo_created_at was added in 720cb95a and copied into activity materialization; source/API execution record is absent.,NO,NO,NO,NON_SEED_METADATA,YES
dbeel,dbeel,597066476,597066476,UNCHANGED,tontinton/dbeel,2023-02-03T14:56:30Z,Apache v2,Apache v2,Y,Y,202411,TRACEABLE_MATERIALIZATION_WITH_PARTIAL_FIELD_ORIGIN,repo_created_at was added in 720cb95a and copied into activity materialization; source/API execution record is absent.,YES,YES,YES,SEED,YES
dbreeze,DBreeze,12050336,12050336,UNCHANGED,hhblaze/DBreeze,2013-08-12T07:34:47Z,BSD,BSD,Y,Y,202411,TRACEABLE_MATERIALIZATION_WITH_PARTIAL_FIELD_ORIGIN,repo_created_at was added in 720cb95a and copied into activity materialization; source/API execution record is absent.,NO,NO,NO,NON_SEED_METADATA,YES
dbx1000,DBx1000,23452009,23452009,UNCHANGED,yxymit/DBx1000,2014-08-29T04:00:18Z,ISC License,ISC License,Y,Y,202411,TRACEABLE_MATERIALIZATION_WITH_PARTIAL_FIELD_ORIGIN,repo_created_at was added in 720cb95a and copied into activity materialization; source/API execution record is absent.,NO,NO,NO,NON_SEED_METADATA,YES
deep-lake,Deep Lake,201403923,201403923,UNCHANGED,activeloopai/deeplake,2019-08-09T06:17:59Z,MPL-2.0 license,MPL-2.0 license,Y,Y,202411,TRACEABLE_MATERIALIZATION_WITH_PARTIAL_FIELD_ORIGIN,repo_created_at was added in 720cb95a and copied into activity materialization; source/API execution record is absent.,YES,YES,YES,SEED,YES
deepdb,DeepDB,93621710,93621710,UNCHANGED,DeepFound/deep_engine,2017-06-07T10:14:24Z,"AGPL v3,Proprietary","AGPL v3,Proprietary",Y,Y,202411,TRACEABLE_MATERIALIZATION_WITH_PARTIAL_FIELD_ORIGIN,repo_created_at was added in 720cb95a and copied into activity materialization; source/API execution record is absent.,NO,NO,NO,NON_SEED_METADATA,YES
defradb,DefraDB,192631273,192631273,UNCHANGED,sourcenetwork/defradb,2019-06-19T00:41:12Z,Business Source License,Business Source License,Y,Y,202411,TRACEABLE_MATERIALIZATION_WITH_PARTIAL_FIELD_ORIGIN,repo_created_at was added in 720cb95a and copied into activity materialization; source/API execution record is absent.,NO,NO,NO,NON_SEED_METADATA,YES
